Reportable name	Marker	Laboratory	Cell Subtype
Lin-DR+16+14- ABS	no marker	Laboratory 1	Non classical monocyte
Lin-DR+16+14- CD197_PE-Cy7 MFI	CD197	Laboratory 1	Non classical monocyte
Lin-DR+16+14- CD80_PE MFI	CD80	Laboratory 1	Non classical monocyte
Lin-DR+16+14- CD80_PE MFI	CD80	Laboratory 1	Non classical monocyte
Lin-DR+16+14- CD86_APC MFI	CD86	Laboratory 1	Non classical monocyte
Lin-DR+16+14- CD86_APC MFI	CD86	Laboratory 1	Non classical monocyte
Lin-DR+16+14- HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Non classical monocyte
Lin-DR+16+14- HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Non classical monocyte
Lin-DR+16+14-CD197+ (%ncMono)	CD197	Laboratory 1	Non classical monocyte
Lin-DR+16+14-CD197+ ABS	CD197	Laboratory 1	Non classical monocyte
Lin-DR+16+14-CD80+ (%ncMono)	CD80	Laboratory 1	Non classical monocyte
Lin-DR+16+14-CD80+ (%ncMono)	CD80	Laboratory 1	Non classical monocyte
Lin-DR+16+14-CD80+ ABS	CD80	Laboratory 1	Non classical monocyte
Lin-DR+16+14-CD80+ ABS	CD80	Laboratory 1	Non classical monocyte
Lin-DR+16+14-CD86+ (%ncMono)	CD86	Laboratory 1	Non classical monocyte
Lin-DR+16+14-CD86+ (%ncMono)	CD86	Laboratory 1	Non classical monocyte
Lin-DR+16+14-CD86+ ABS	CD86	Laboratory 1	Non classical monocyte
Lin-DR+16+14-CD86+ ABS	CD86	Laboratory 1	Non classical monocyte
Lymph/Mono (%CD45)	no marker	Laboratory 1	Leukocyte
Lymph/Mono (%CD45)	no marker	Laboratory 1	Leukocyte
mDC1 (CD11c+CD1c+)CC-LDT-CL	no marker	Laboratory 2	Myeloid dendritic cells, mDC1
mDC2 (CD11+CD141++)CC-LDT-CL	no marker	Laboratory 2	Myeloid dendritic cells, mDC2
pDC (CD303+)CC-LDT-CL	no marker	Laboratory 2	Plasmacytoid dendritic cell
Total mDC (mDC1+mDC2)CC-LDT-CL	no marker	Laboratory 2	Myeloid dendritic cell
CD3+CD4+CD8- (%CD3)	no marker	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD4+CD8- Events	no marker	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+CD4- (%CD3)	no marker	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4- (%CD3)	no marker	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4- (%CD3)	no marker	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4- (%CD3)	no marker	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4- Events	no marker	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4- Events	no marker	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4- Events	no marker	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4- Events	no marker	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD4+CD8-CD197+CD45RA+ (%CD4)	no marker	Laboratory 1	Lymphocyte T, CD4-positive, naive
CD3+CD4+CD8-CD197+CD45RA+ Events	no marker	Laboratory 1	Lymphocyte T, CD4-positive, naive
CD3+CD4+CD8-CD197+CD45RA+ ABS	no marker	Laboratory 1	Lymphocyte T, CD4-positive, naive
CD3+CD4+CD8-CD197+CD45RA- (%CD4)	no marker	Laboratory 1	Lymphocyte T, CD4-positive, central memory
CD3+CD4+CD8-CD197+CD45RA- Events	no marker	Laboratory 1	Lymphocyte T, CD4-positive, central memory
CD3+CD4+CD8-CD197+CD45RA- ABS	no marker	Laboratory 1	Lymphocyte T, CD4-positive, central memory
CD3+CD4+CD8-CD197-CD45RA- (%CD4)	no marker	Laboratory 1	Lymphocyte T, CD4-positive, effector memory
CD3+CD4+CD8-CD197-CD45RA- Events	no marker	Laboratory 1	Lymphocyte T, CD4-positive, effector memory
CD3+CD4+CD8-CD197-CD45RA- ABS	no marker	Laboratory 1	Lymphocyte T, CD4-positive, effector memory
CD3+CD4+CD8-CD197-CD45RA+ (%CD4)	no marker	Laboratory 1	Lymphocyte T, CD4-positive, effector memory, terminally differentiated
CD3+CD4+CD8-CD197-CD45RA+ Events	no marker	Laboratory 1	Lymphocyte T, CD4-positive, effector memory, terminally differentiated
CD3+CD4+CD8-CD197-CD45RA+ ABS	no marker	Laboratory 1	Lymphocyte T, CD4-positive, effector memory, terminally differentiated
CD3+CD4-CD8+CD197+CD45RA+ (%CD8)	no marker	Laboratory 1	Lymphocyte T, CD8-positive, naive
CD3+CD4-CD8+CD197+CD45RA+ Events	no marker	Laboratory 1	Lymphocyte T, CD8-positive, naive
CD3+CD4-CD8+CD197+CD45RA+ ABS	no marker	Laboratory 1	Lymphocyte T, CD8-positive, naive
CD3+CD4-CD8+CD197+CD45RA- (%CD8)	no marker	Laboratory 1	Lymphocyte T, CD8-positive, central memory
CD3+CD4-CD8+CD197+CD45RA- Events	no marker	Laboratory 1	Lymphocyte T, CD8-positive, central memory
CD3+CD4-CD8+CD197+CD45RA- ABS	no marker	Laboratory 1	Lymphocyte T, CD8-positive, central memory
CD3+CD4-CD8+CD197-CD45RA- (%CD8)	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA- (%CD8)	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA- (%CD8)	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA- (%CD8)	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA- Events	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA- Events	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA- Events	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA- Events	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA- ABS	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA- ABS	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA- ABS	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA- ABS	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA+ (%CD8)	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory, terminally differentiated
CD3+CD4-CD8+CD197-CD45RA+ Events	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory, terminally differentiated
CD3+CD4-CD8+CD197-CD45RA+ ABS	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory, terminally differentiated
CD3+CD4+CD8-PD1+ (%CD4)	CD279	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD4+CD8-PD1+ ABS	CD279	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+CD4-PD1+ (%CD8)	CD279	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-PD1+ (%CD8)	CD279	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-PD1+ (%CD8)	CD279	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-PD1+ (%CD8)	CD279	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-PD1+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-PD1+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-PD1+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-PD1+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD4+CD8-CD197+CD45RA+PD1+ (%Naive4)	CD279	Laboratory 1	Lymphocyte T, CD4-positive, naive
CD3+CD4+CD8-CD197+CD45RA+PD1+ ABS	CD279	Laboratory 1	Lymphocyte T, CD4-positive, naive
CD3+CD4+CD8-CD197+CD45RA-PD1+ (%CMCD4)	CD279	Laboratory 1	Lymphocyte T, CD4-positive, central memory
CD3+CD4+CD8-CD197+CD45RA-PD1+ ABS	CD279	Laboratory 1	Lymphocyte T, CD4-positive, central memory
CD3+CD4+CD8-CD197-CD45RA-PD1+ (%EMCD4)	CD279	Laboratory 1	Lymphocyte T, CD4-positive, effector memory
CD3+CD4+CD8-CD197-CD45RA-PD1+ ABS	CD279	Laboratory 1	Lymphocyte T, CD4-positive, effector memory
CD3+CD4+CD8-CD197-CD45RA+PD1+ (%TEMRA4)	CD279	Laboratory 1	Lymphocyte T, CD4-positive, effector memory, terminally differentiated
CD3+CD4+CD8-CD197-CD45RA+PD1+ ABS	CD279	Laboratory 1	Lymphocyte T, CD4-positive, effector memory, terminally differentiated
CD3+CD4-CD8+CD197+CD45RA+PD1+ (%Naive8)	CD279	Laboratory 1	Lymphocyte T, CD8-positive, naive
CD3+CD4-CD8+CD197+CD45RA+PD1+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive, naive
CD3+CD4-CD8+CD197+CD45RA-PD1+ (%CMCD8)	CD279	Laboratory 1	Lymphocyte T, CD8-positive, central memory
CD3+CD4-CD8+CD197+CD45RA-PD1+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive, central memory
CD3+CD4-CD8+CD197-CD45RA-PD1+ (%EMCD8)	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-PD1+ (%EMCD8)	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-PD1+ (%EMCD8)	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-PD1+ (%EMCD8)	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-PD1+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-PD1+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-PD1+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-PD1+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA+PD1+ (%TEMRA8)	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory, terminally differentiated
CD3+CD4-CD8+CD197-CD45RA+PD1+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory, terminally differentiated
CD3+CD4+CD8-_PD1_BV421_MFI	CD279	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+CD4-_PD1_BV421_MFI	CD279	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-_PD1_BV421_MFI	CD279	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-_PD1_BV421_MFI	CD279	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-_PD1_BV421_MFI	CD279	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD4+CD8-CD197+CD45RA+_PD1_BV421_MFI	CD279	Laboratory 1	Lymphocyte T, CD4-positive, naive
CD3+CD4+CD8-CD197+CD45RA-_PD1_BV421_MFI	CD279	Laboratory 1	Lymphocyte T, CD4-positive, central memory
CD3+CD4+CD8-CD197-CD45RA-_PD1_BV421_MFI	CD279	Laboratory 1	Lymphocyte T, CD4-positive, effector memory
CD3+CD4+CD8-CD197-CD45RA+_PD1_BV421_MFI	CD279	Laboratory 1	Lymphocyte T, CD4-positive, effector memory, terminally differentiated
CD3+CD4-CD8+CD197+CD45RA+_PD1_BV421_MFI	CD279	Laboratory 1	Lymphocyte T, CD8-positive, naive
CD3+CD4-CD8+CD197+CD45RA-_PD1_BV421_MFI	CD279	Laboratory 1	Lymphocyte T, CD8-positive, central memory
CD3+CD4-CD8+CD197-CD45RA-_PD1_BV421_MFI	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-_PD1_BV421_MFI	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-_PD1_BV421_MFI	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-_PD1_BV421_MFI	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA+_PD1_BV421_MFI	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory, terminally differentiated
CD3+CD4+CD8-Ki67+ (%CD4)	Ki67	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD4+CD8-Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+CD4-Ki67+ (%CD8)	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-Ki67+ (%CD8)	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-Ki67+ (%CD8)	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-Ki67+ (%CD8)	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD4+CD8-CD197+CD45RA+Ki67+ (%Naive4)	Ki67	Laboratory 1	Lymphocyte T, CD4-positive, naive
CD3+CD4+CD8-CD197+CD45RA+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD4-positive, naive
CD3+CD4+CD8-CD197+CD45RA-Ki67+ (%CMCD4)	Ki67	Laboratory 1	Lymphocyte T, CD4-positive, central memory
CD3+CD4+CD8-CD197+CD45RA-Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD4-positive, central memory
CD3+CD4+CD8-CD197-CD45RA-Ki67+ (%EMCD4)	Ki67	Laboratory 1	Lymphocyte T, CD4-positive, effector memory
CD3+CD4+CD8-CD197-CD45RA-Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD4-positive, effector memory
CD3+CD4+CD8-CD197-CD45RA+Ki67+ (%TEMCD4)	Ki67	Laboratory 1	Lymphocyte T, CD4-positive, effector memory, terminally differentiated
CD3+CD4+CD8-CD197-CD45RA+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD4-positive, effector memory, terminally differentiated
CD3+CD4-CD8+CD197+CD45RA+Ki67+ (%Naive8)	Ki67	Laboratory 1	Lymphocyte T, CD8-positive, naive
CD3+CD4-CD8+CD197+CD45RA+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive, naive
CD3+CD4-CD8+CD197+CD45RA-Ki67+ (%CMCD8)	Ki67	Laboratory 1	Lymphocyte T, CD8-positive, central memory
CD3+CD4-CD8+CD197+CD45RA-Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive, central memory
CD3+CD4-CD8+CD197-CD45RA-Ki67+ (%EMCD8)	Ki67	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-Ki67+ (%EMCD8)	Ki67	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-Ki67+ (%EMCD8)	Ki67	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-Ki67+ (%EMCD8)	Ki67	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA+Ki67+ (%TEMCD8)	Ki67	Laboratory 1	Lymphocyte T, CD8-positive, effector memory, terminally differentiated
CD3+CD4-CD8+CD197-CD45RA+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive, effector memory, terminally differentiated
CD3+CD4+CD8-CD278+(%CD4)	CD278	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD4+CD8-CD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+CD4-CD278+(%CD8)	CD278	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-CD278+(%CD8)	CD278	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-CD278+(%CD8)	CD278	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-CD278+(%CD8)	CD278	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-CD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-CD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-CD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-CD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD4+CD8-CD197+CD45RA+CD278+(%Naive4)	CD278	Laboratory 1	Lymphocyte T, CD4-positive, naive
CD3+CD4+CD8-CD197+CD45RA+CD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD4-positive, naive
CD3+CD4+CD8-CD197+CD45RA-CD278+(%CMCD4)	CD278	Laboratory 1	Lymphocyte T, CD4-positive, central memory
CD3+CD4+CD8-CD197+CD45RA-CD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD4-positive, central memory
CD3+CD4+CD8-CD197-CD45RA-CD278+(%EMCD4)	CD278	Laboratory 1	Lymphocyte T, CD4-positive, effector memory
CD3+CD4+CD8-CD197-CD45RA-CD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD4-positive, effector memory
CD3+CD4+CD8-CD197-CD45RA+CD278+(%TEMRA4)	CD278	Laboratory 1	Lymphocyte T, CD4-positive, effector memory, terminally differentiated
CD3+CD4+CD8-CD197-CD45RA+CD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD4-positive, effector memory, terminally differentiated
CD3+CD4-CD8+CD197+CD45RA+CD278+(%Naive8)	CD278	Laboratory 1	Lymphocyte T, CD8-positive, naive
CD3+CD4-CD8+CD197+CD45RA+CD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD8-positive, naive
CD3+CD4-CD8+CD197+CD45RA-CD278+(%CMCD8)	CD278	Laboratory 1	Lymphocyte T, CD8-positive, central memory
CD3+CD4-CD8+CD197+CD45RA-CD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD8-positive, central memory
CD3+CD4-CD8+CD197-CD45RA-CD278+(%EMCD8)	CD278	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-CD278+(%EMCD8)	CD278	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-CD278+(%EMCD8)	CD278	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-CD278+(%EMCD8)	CD278	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-CD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-CD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-CD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-CD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA+CD278+(%TEMRA8)	CD278	Laboratory 1	Lymphocyte T, CD8-positive, effector memory, terminally differentiated
CD3+CD4-CD8+CD197-CD45RA+CD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD8-positive, effector memory, terminally differentiated
CD3+CD4+CD8-_CD278_PerCPe710_MFI	CD278	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+CD4-_CD278_PerCPe710_MFI	CD278	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-_CD278_PerCPe710_MFI	CD278	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-_CD278_PerCPe710_MFI	CD278	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-_CD278_PerCPe710_MFI	CD278	Laboratory 1	Lymphocyte T, CD8-positive
3+4+8-CD197+CD45RA+_CD278_PerCPe710_MFI	CD278	Laboratory 1	Lymphocyte T, CD4-positive, naive
3+4+8-CD197+CD45RA-_CD278_PerCPe710_MFI	CD278	Laboratory 1	Lymphocyte T, CD4-positive, central memory
3+4+8-CD197-CD45RA-_CD278_PerCPe710_MFI	CD278	Laboratory 1	Lymphocyte T, CD4-positive, effector memory
3+4+8-CD197-CD45RA+_CD278_PerCPe710_MFI	CD278	Laboratory 1	Lymphocyte T, CD4-positive, effector memory, terminally differentiated
3+4-8+CD197+CD45RA+_CD278_PerCPe710_MFI	CD278	Laboratory 1	Lymphocyte T, CD8-positive, naive
3+4-8+CD197+CD45RA-_CD278_PerCPe710_MFI	CD278	Laboratory 1	Lymphocyte T, CD8-positive, central memory
3+4-8+CD197-CD45RA-_CD278_PerCPe710_MFI	CD278	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
3+4-8+CD197-CD45RA-_CD278_PerCPe710_MFI	CD278	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
3+4-8+CD197-CD45RA-_CD278_PerCPe710_MFI	CD278	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
3+4-8+CD197-CD45RA-_CD278_PerCPe710_MFI	CD278	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
3+4-8+CD197-CD45RA+_CD278_PerCPe710_MFI	CD278	Laboratory 1	Lymphocyte T, CD8-positive, effector memory, terminally differentiated
CD3+CD4+CD8-DR+(%CD4)	HLA-DR	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD4+CD8-DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+CD4-DR+(%CD8)	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-DR+(%CD8)	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-DR+(%CD8)	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-DR+(%CD8)	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD4+CD8-CD197+CD45RA+DR+(%Naive4)	HLA-DR	Laboratory 1	Lymphocyte T, CD4-positive, naive
CD3+CD4+CD8-CD197+CD45RA+DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD4-positive, naive
CD3+CD4+CD8-CD197+CD45RA-DR+(%CMCD4)	HLA-DR	Laboratory 1	Lymphocyte T, CD4-positive, central memory
CD3+CD4+CD8-CD197+CD45RA-DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD4-positive, central memory
CD3+CD4+CD8-CD197-CD45RA-DR+(%EMCD4)	HLA-DR	Laboratory 1	Lymphocyte T, CD4-positive, effector memory
CD3+CD4+CD8-CD197-CD45RA-DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD4-positive, effector memory
CD3+CD4+CD8-CD197-CD45RA+DR+(%TEMRA4)	HLA-DR	Laboratory 1	Lymphocyte T, CD4-positive, effector memory, terminally differentiated
CD3+CD4+CD8-CD197-CD45RA+DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD4-positive, effector memory, terminally differentiated
CD3+CD4-CD8+CD197+CD45RA+DR+(%Naive8)	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive, naive
CD3+CD4-CD8+CD197+CD45RA+DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive, naive
CD3+CD4-CD8+CD197+CD45RA-DR+(%CMCD8)	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive, central memory
CD3+CD4-CD8+CD197+CD45RA-DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive, central memory
CD3+CD4-CD8+CD197-CD45RA-DR+(%EMCD8)	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-DR+(%EMCD8)	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-DR+(%EMCD8)	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-DR+(%EMCD8)	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA-DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD3+CD4-CD8+CD197-CD45RA+DR+(%TEMRA8)	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive, effector memory, terminally differentiated
CD3+CD4-CD8+CD197-CD45RA+DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive, effector memory, terminally differentiated
CD3+CD4+CD8-_HLADR_PeCy7_MFI	HLA-DR	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+CD4-_HLADR_PeCy7_MFI	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-_HLADR_PeCy7_MFI	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-_HLADR_PeCy7_MFI	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD4-_HLADR_PeCy7_MFI	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive
3+4+8-CD197+CD45RA+_HLADR_PeCy7_MFI	HLA-DR	Laboratory 1	Lymphocyte T, CD4-positive, naive
